"HUM:ind","Who was the first American poet to win the Nobel Prize for literature , in 1948 ?"
"HUM:ind","Who won the Nobel Peace Prize in 1991 ?"
"HUM:gr","Who are the Challengers of the Unknown ?"
"HUM:ind","Who was the first coach of the Cleveland Browns ?"
"HUM:ind","Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?"
"HUM:ind","Who declared : `` I am down on whores and I shan 't stop ripping them '' ?"
"HUM:ind","What Soviet leader owned a Rolls-Royce ?"
"HUM:ind","Who wrote the song , `` Stardust '' ?"
"HUM:ind","Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?"
"HUM:ind","Who received the Will Rogers Award in 1989 ?"
"HUM:ind","What was the name of the lawyer who represented Randy Craft ?"
"HUM:ind","What United States President had dreamed that he was assassinated ?"
"HUM:gr","What Polynesian people inhabit New Zealand ?"
"HUM:ind","What President lived at 219 North Delaware Street , Independence , Missouri ?"
"HUM:ind","What famous model was married to Billy Joel ?"
"HUM:ind","Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?"
"HUM:desc","Who is Stein Eriksen ?"
"HUM:ind","Who is the fastest swimmer in the world ?"
"HUM:ind","What actor 's autobiography is titled All My Yesterdays ?"
"HUM:ind","What Russian master spy lived in the U.S. under the name Emil Goldfus ?"
"HUM:ind","Who played the original Charlie 's Angels ?"
"HUM:ind","Who wrote The Night of the Iguana ?"
"HUM:ind","Who painted Mother and Child ?"
"HUM:ind","What was Mao 's second name ?"
"HUM:desc","Who is the `` Queen Mother '' ?"
"HUM:ind","Who has more DNA - a man or a woman ?"
"HUM:gr","What level of government or governmental agency is responsible for dealing with racism ?"
"HUM:ind","Who came up with the name , El Nino ?"
"HUM:ind","What dictator has the nickname `` El Maximo '' ?"
"HUM:gr","What stereo manufacturer is `` Slightly ahead of its time '' ?"
"HUM:ind","What TV sitcom character had the maiden name Ethel Potter ?"
"HUM:ind","Who kept the most famous diary in the English language ?"
"HUM:ind","What Spanish artist painted Crucifixion ?"
"HUM:ind","What spy novelist served as Moscow correspondent for Reuter and The Times of London ?"
"HUM:gr","Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?"
"HUM:ind","Who was Randy Steven Craft 's lawyer ?"
"HUM:ind","Who was the first host of Person to Person ?"
"HUM:ind","Name the Ranger who was always after Yogi Bear ."
"HUM:ind","Who is the superstar in rent-a-cars ?"
"HUM:ind","Who is the president of Stanford University ?"
"HUM:ind","Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?"
"HUM:ind","Who invented baseball ?"
"HUM:ind","Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?"
"HUM:gr","What is the best college in the country ?"
"HUM:ind","What wrestling star became `` The Incredible Hulk '' ?"
"HUM:ind","Who was the star of the 1965 Broadway hit Golden Boy ?"
"HUM:gr","What army was founded by William Booth and his wife Catherine ?"
"HUM:ind","What was her real name ?"
"HUM:ind","Who invented the toothbrush ?"
"HUM:ind","What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?"
"HUM:ind","What video game hero do some of his fans call Chomper ?"
"HUM:ind","What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?"
"HUM:gr","What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?"
"HUM:ind","Who played the Ringo Kid in the 1939 film Stagecoach ?"
"HUM:ind","Who died 1 feet from where John F. Kennedy did ?"
"HUM:ind","What first name was Nipsy Russell given at birth ?"
"HUM:ind","Who is the youngest of the Beatles ?"
"HUM:desc","Who is Coronado ?"
"HUM:ind","Who was the first Holy Roman Emperor ?"
"HUM:gr","Name the organization that is presided by a Security Council ."
"HUM:ind","Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?"
"HUM:ind","Who portrayed portly criminologist Carl Hyatt on Checkmate ?"
"HUM:gr","Whom did the Chicago Bulls beat in the 1993 championship ?"
"HUM:desc","Who is Desmond Tutu ?"
"HUM:ind","What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?"
"HUM:ind","Who is the worst US President ever ?"
"HUM:ind","What Asian leader was known as The Little Brown Saint ?"
"HUM:ind","Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?"
"HUM:ind","Who is the monarch of the United Kingdom ?"
"HUM:ind","What are the top ten most common girl names in the US ?"
"HUM:ind","Who does data collection in tourism ?"
"HUM:ind","What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?"
"HUM:ind","Who were the four famous founders of United Artists ?"
"HUM:ind","Who was the only U.S. President to wear a Nazi uniform ?"
"HUM:gr","Woodrow Wilson served as president of what university ?"
"HUM:ind","What 's the nickname of oddsmaker Jimmy Snyder ?"
"HUM:title","What was Queen Victoria 's title regarding India ?"
"HUM:ind","Whose autobiography is titled Yes I Can ?"
"HUM:ind","Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?"
"HUM:ind","What double talking `` professor '' holds a doctorate in Nothing ?"
"HUM:ind","What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?"
"HUM:ind","What was the name of the cook on Rawhide ?"
"HUM:ind","Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage ."
"HUM:ind","What author landed a 468-pound marlin without harness in the early 193 's ?"
"HUM:ind","What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?"
"HUM:ind","Who delivered his last newscast on March 6 , 1981 ?"
"HUM:ind","What former major-league left-handed baseball pitcher was known as `` Space Man '' ?"
"HUM:ind","What was Michelangelo 's last name ?"
"HUM:desc","Who is Barbara Jordan ?"
"HUM:ind","Who was the Democratic nominee in the American presidential election ?"
"HUM:ind","What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?"
"HUM:gr","What college produced the most winning Super Bowl quarterbacks ?"
"HUM:ind","What classical Spanish writer warned : `` All that glitters is not gold '' ?"
"HUM:ind","What actor married John F. Kennedy 's sister ?"
"HUM:ind","Who fired Maria Ybarra from her position in San Diego council ?"
"HUM:ind","Who was the first black golfer to tee off in the Masters ?"
"HUM:ind","What U.S. President showed a fondness for munching on bee pollen bars ?"
"HUM:ind","Whose cover is that of an employee of Universal Import and Export ?"
"HUM:ind","What former president 's daughter has written a book titled Murder in the White House ?"
"HUM:ind","What fictional character is known as the `` melancholy Dane '' ?"
"HUM:ind","What longtime game show host dropped dead while jogging in Central Park in 1984 ?"
"HUM:ind","Who were the `` filthiest people alive ? ''"
"HUM:ind","What is the real name of disc jockey `` Wolfman Jack '' ?"
"HUM:ind","Who invented silly putty ?"
"HUM:gr","What new middle school was built in Philadelphia , Pennsylvania last year ?"
"HUM:ind","Who patented the first phonograph ?"
"HUM:ind","Who created private detective Philip Marlowe ?"
"HUM:desc","Who is Colin Powell ?"
"HUM:ind","Who coined the term NN cyberspace `` in his novel NN Neuromancer '' ?"
"HUM:title","What is her profession ?"
"HUM:ind","What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?"
"HUM:ind","Who was Lauren Bacall 's first husband ?"
"HUM:ind","What U.S. Congressman said : `` Keep the faith , baby '' ."
"HUM:ind","Who created the character of Scrooge ?"
"HUM:gr","What party was Winston Churchill a member of ?"
"HUM:gr","What American League baseball team 's worst finish between 1926 and 1964 was fourth ?"
"HUM:ind","Who was the author of `` John Brown 's Body '' ?"
"HUM:ind","What American poet wrote : `` Good fences make good neighbors '' ?"
"HUM:title","What was the occupation of Mandy Rice-Davies ?"
"HUM:ind","Who painted the Sistine Chapel ?"
"HUM:ind","Name the various costumed personas of Dr. Henry Pym ."
"HUM:ind","What explorers followed Columbus to the Americas ?"
"HUM:ind","Who is actress Goldie Hawn 's current actor boyfriend ?"
"HUM:ind","Who banned Peter Rose from baseball for betting on games ?"
"HUM:ind","What are the names of Richard Nixon 's two daughters ?"
"HUM:gr","What organization was founded by the Rev. Jerry Falwell ?"
"HUM:gr","What company is being bought by Yahoo and how much is the deal worth ?"
"HUM:ind","Who was nicknamed The Little Corporal ?"
"HUM:ind","What was American folk hero John Chapman 's nickname ?"
"HUM:ind","What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ?"
"HUM:ind","Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?"
"HUM:ind","What barroom judge called himself The Law West of the Pecos ?"
"HUM:ind","Who was President of Costa Rica in 1994 ?"
"HUM:ind","Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?"
"HUM:ind","What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?"
"HUM:ind","Who is the voice of Miss Piggy ?"
"HUM:ind","Who replaced Bert Parks as the host of The Miss America Pageant ?"
"HUM:ind","Who was the first person inducted into the U.S. Swimming Hall of Fame ?"
"HUM:ind","What golfer has been called Ohio Fats and Blobbo ?"
"HUM:ind","Who murdered Leno and Rosemary LaBianca on August 1"
"HUM:ind","Which of the following men was not married to Rita Hayworth ?"
"HUM:ind","Who said , `` I shall return . '' during World War Two ?"
"HUM:ind","Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?"
"HUM:ind","Who was the Charlie perfume woman ?"
"HUM:ind","Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?"
"HUM:ind","What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ?"
"HUM:gr","What was the backup singing group for Roy Rogers ?"
"HUM:ind","What famous singing cowboy owns the California Angels baseball team ?"
"HUM:ind","Who was Gerald Ford 's vice president ?"
"HUM:ind","Who invented batteries ?"
"HUM:title","What title did Suzette Charles assume for two months in 1984 ?"
"HUM:ind","What was the infamous pseudonym of Peter Sutcliffe ?"
"HUM:title","What is Nicholas Cage 's occupation ?"
"HUM:gr","What Japanese manufacturer is known for both its pianos and its motorcycles ?"
"HUM:ind","Who did Sonny Liston succeed as world heavyweight boxing champion ?"
"HUM:gr","Name the various super-teams to which the Angel has belonged ."
"HUM:ind","What President dispatched a cruiser to carry Charles Lindbergh home after his epic flight ?"
"HUM:ind","Whose video is titled Shape Up with Arnold ?"
"HUM:ind","Who 's the twin brother of the Greek goddess Artemis ?"
"HUM:ind","Who was America 's first Public Enemy No. 1 ?"
"HUM:desc","Who is Dear Abby ?"
"HUM:ind","Who lives at 24 Sussex Drive , Ottawa ?"
"HUM:desc","Who was Monet ?"
"HUM:ind","Who was the famous door-to-door brush salesman ?"
"HUM:gr","What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?"
"HUM:ind","Who is always trying to get the rent from Andy Capp ?"
"HUM:ind","Who did Jackie Kennedy commission to write The Death of a President ?"
"HUM:ind","Who sought to create The Great Society ?"
"HUM:ind","Who said : `` Soldiers win the battles and generals get the credit '' ?"
"HUM:ind","Who is the current UN Secretary General ?"
"HUM:gr","Who provides telephone service in Orange County , California ?"
"HUM:gr","What organization did Mr. Waverly assign agents for ?"
"HUM:ind","What are the characters ' names in the Scooby-Doo cartoon ?"
"HUM:title","What was Eduard Shevardnadze 's job in the Soviet Union ?"
"HUM:ind","Which is the only Dick Tracy villain to appear three times ?"
"HUM:title","What is Larry King 's job ?"
"HUM:ind","What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?"
"HUM:desc","Who was Lacan ?"
"HUM:ind","Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?"
"HUM:ind","Who did Bobby Fischer beat to win the world chess championship ?"
"HUM:ind","Name the lawyer for Randy Craft ."
"HUM:ind","Who lives at 39 Stone Canyon Way ?"
"HUM:ind","Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?"
"HUM:ind","Who is Karenna Gore , Al Gore 's oldest daughter , married to ?"
"HUM:ind","Who played the title role in I Was a Teenage Werewolf ?"
"HUM:gr","What record company produced the 1978 movie The Wiz ?"
"HUM:ind","What is the name of actor Rex Harrison 's son , who starred in a modestly popular TV show during the late 1960's ?"
"HUM:ind","Who was the inventor of the stove ?"
"HUM:ind","What comedian has a legendary reputation for stealing jokes ?"
"HUM:ind","Who was the king who was forced to agree to the Magna Carta ?"
"HUM:ind","Who was made the first honorary citizen of the U.S. ?"
"HUM:gr","What baseball team was routinely called `` dem bums '' by its frustrated fans ?"
"HUM:ind","Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?"
"HUM:ind","Name the On Stage character whose face was never seen ."
"HUM:gr","What is the best Internet business to go into ?"
"HUM:ind","Who is known as `` the world 's oldest teenager '' ?"
"HUM:ind","What baseball team owner and sailor is known as The Mouth of the South ?"
"HUM:ind","Who was with Patricia Hearst the night she was kidnaped ?"
"HUM:ind","What is the Viking Prince 's first name ?"
"HUM:ind","What boxer 's life story is titled Raging Bull ?"
"HUM:ind","Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?"
"HUM:ind","What Nobel laureate was expelled from the Philippines before the conference on East Timor ?"
"HUM:ind","What woman has carried the most multiple births , twins , triplets , etc. , ?"
"HUM:ind","Which Bourbon king was restored to the French throne during Napoleon 's abdication ?"
"HUM:ind","What daughter of Henry VIII and Anne Boleyn became queen of England ?"
"HUM:gr","What 's the most common nickname of U.S. college football teams ?"
"HUM:ind","What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?"
"HUM:ind","Who sang about Desmond and Molly Jones ?"
"HUM:ind","What costume designer decided that Michael Jackson should only wear one glove ?"
"HUM:gr","What company was the original sponsor of TV 's Superman ?"
"HUM:ind","Name the blind sculptress in love with the Fantastic Four 's Thing ."
"HUM:ind","What National Basketball Association superstar told his story in Giant Steps ?"
"HUM:ind","Who developed the first polio vaccine ?"
"HUM:ind","Who made the first gas engine ?"
"HUM:ind","What character did Tex Avery first create upon arriving at MGM ?"
"HUM:ind","What Asian spiritual and political leader was married at the age of 13 ?"
"HUM:ind","What English queen had seventeen children ?"
"HUM:ind","What two baseball players make up the battery ?"
"HUM:ind","Who sells Viagra ?"
"HUM:desc","Who was Darius ?"
"HUM:ind","Who did Dita Beard work for ?"
"HUM:gr","Name the university of which Woodrow Wilson was president ."
"HUM:gr","What university was Woodrow Wilson President of ?"
"HUM:ind","Who served as inspiration for the schoolteacher portrayed by Robin Williams in `` Dead Poets Society '' ?"
"HUM:title","Name the five positions who are in the line of succession to the presidency ."
"HUM:ind","Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?"
"HUM:ind","Who is the best known villain of the 165 Gunpowder Plot ?"
"HUM:ind","Who killed more people , Hitler or Stalin ?"
"HUM:ind","What mustachioed comedian portrayed Frankie in North to Alaska ?"
"HUM:ind","What actor and World War II airman had a $5 , 0 bounty put on his head by Hermann Goering ?"
"HUM:desc","Who is Nicolo Paganini ?"
"HUM:ind","Who portrayed Dracula in Hammer Studios ' films ?"
"HUM:ind","What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' ."
"HUM:gr","Name the food company that traveled to Soviet Georgia to film a series of ads ."
"HUM:gr","What Japanese electronics company was named for a coastal city northeast of Tokyo ?"
"HUM:ind","What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?"
"HUM:ind","What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?"
"HUM:ind","What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?"
"HUM:desc","Who was Jean Nicolet ?"
"HUM:ind","Which of these are authors ?"
"HUM:ind","Who was the original Humpty Dumpty ?"
"HUM:ind","Whose cupboard was bare ?"
"HUM:ind","What 's the name of Popeye 's adopted son ?"
"HUM:ind","Who invented the vacuum cleaner ?"
"HUM:ind","What 2th-century fictional character attends Pencey Prep School ?"
"HUM:ind","Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?"
"HUM:ind","Who is the Voyager project manager ?"
"HUM:gr","Which radio stations air the Jim Bohannon Radio Talk Show ?"
"HUM:ind","What two commanders directed the forces in the Battle of El Alamein ?"
"HUM:ind","Name the creator of `` The Muppets '' ."
"HUM:ind","Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?"
"HUM:gr","What is the name of the firm that makes Spumante ?"
"HUM:ind","Who won the 1967 Academy Award for Best Actor ?"
"HUM:ind","Name the first private citizen to fly in space ."
"HUM:ind","What was football star Elroy Hirsch 's nickname ?"
"HUM:ind","What singer sings `` Oh Boy '' ?"
"HUM:gr","What army 's motto is Blood and Fire ?"
"HUM:ind","What count did Alexandre Dumas write about ?"
"HUM:ind","Who was the first Taiwanese President ?"
"HUM:ind","Who is Luke Skywalker 's father ?"
"HUM:gr","What is the first personal computer company ?"
"HUM:desc","Who was Jane Goodall ?"
"HUM:ind","Who created the comic strip , `` Garfield '' ?"
"HUM:ind","Which Vietnamese terrorist is now a UN delegate in Doonesbury ?"
"HUM:ind","Who is the current prime minister and president of Russia ?"
"HUM:ind","Who established a Viking colony in Greenland about 985 ?"
"HUM:ind","Who shot and killed himself while painting Wheatfield with Crows ?"
"HUM:ind","What future President became Senate majority whip under Harry Truman ?"
"HUM:ind","Who was the architect of Central Park ?"
"HUM:ind","What was the Christian name of the title character in Our Miss Brooks ?"
"HUM:ind","What hard-of hearing artist painted Sunflowers ?"
"HUM:gr","Who were the Yankee 's frequent enemies ?"
"HUM:ind","Who wrote Sons and Lovers ?"
"HUM:ind","What Cherokee Indian gave his name to a tree ?"
"HUM:ind","Who was the star of Leave It to Beaver ?"
"HUM:ind","What was William F. Cody 's better-known name ?"
"HUM:ind","Who did Richard Nixon tender his resignation to ?"
"HUM:desc","Who was Thucydides ?"
"HUM:ind","Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?"
"HUM:ind","Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?"
"HUM:ind","What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?"
"HUM:gr","Which company claimed to be `` the world 's biggest toy store '' ?"
"HUM:ind","Who is the fastest guitarist ?"
"HUM:ind","Who betrayed Norway to the Nazis ?"
"HUM:ind","Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?"
"HUM:ind","Who were the Picts ?"
"HUM:ind","Who is stationed at Camp Swampy in the comic strips ?"
"HUM:ind","What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?"
"HUM:ind","Who wrote The Look of Love after viewing Ursula Andress ?"
"HUM:ind","What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?"
"HUM:ind","Who claims to have the greatest show on earth ?"
"HUM:ind","What Honeymooners actress did Television magazine name as 1953 's most promising star ?"
"HUM:gr","What kind of organization is ` Last Chance for Animals ' ?"
"HUM:ind","What was the role of the Medieval Guild ?"
"HUM:ind","Silly putty was invented by whom ?"
"HUM:ind","Who invented the paper clip ?"
"HUM:ind","Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?"
"HUM:ind","What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?"
"HUM:ind","Who created the Fantastic Four , Hulk , and Thor ?"
"HUM:ind","Who is the composer of `` Canon in D Major '' ?"
"HUM:ind","Who was the author of the novel `` Far From the Madding Crowd '' ?"
"HUM:ind","What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?"
"HUM:ind","Who was Camp David named for ?"
"HUM:ind","Who portrayed `` the man without a face '' in the movie of the same name ?"
"HUM:ind","Who won the first World Series ?"
"HUM:desc","Who is Samuel Pickering ?"
"HUM:gr","What was the business of the animated Sky Hawks ?"
"HUM:ind","Who was credited with saying : `` I never met a man I did n't like '' ?"
"HUM:gr","What organization has a Security Council ?"
"HUM:ind","What Mexican leader was shot dead in 1923 ?"
"HUM:ind","What female painter produced primitives of rural New England life ?"
"HUM:ind","What are names of two old men who appear in the serial tv Muppets Show ?"
"HUM:ind","Who created Big Ben ?"
"HUM:gr","Name the Marvel team loosely based on DC 's Justice League of America ?"
"HUM:gr","What college football team did Knute Rockne build into a power ?"
"HUM:gr","In what high-risk business venture did Jimmy the Greek bet and lose ?"
"HUM:ind","What fruit-topped actress was known as The Brazilian Bombshell ?"
"HUM:gr","When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?"
"HUM:ind","Who played the title role in My Favorite Martian ?"
"HUM:ind","Who invented the game Scrabble ?"
"HUM:ind","When Mighty Mouse was conceived , what was his original name ?"
"HUM:gr","What group starred in the movie Rock Around the Clock ?"
"HUM:ind","What is Nathan Hamill 's role in the new Star Wars prequel ?"
"HUM:ind","What New York Yankee was known as The Iron Horse ?"
"HUM:ind","Who is considered The First Lady of the American Stage ?"
"HUM:ind","Who penned : `` Neither a borrower nor a lender be '' ?"
"HUM:ind","Who headed Hitler 's infamous Gestapo ?"
"HUM:ind","What is a person called that likes fire ?"
"HUM:gr","Name a South African diamond producer ?"
"HUM:ind","Who made the musical plea Be True to Your School ?"
"HUM:ind","What French designer declared : `` The jean is the destructor ! It is a dictator ! It is destroying creativity. The jean must be stopped ! '' ?"
"HUM:gr","Name a band which was famous in the 1960 's ."
"HUM:ind","What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?"
"HUM:ind","What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?"
"HUM:ind","What Good Little Witch is Casper 's girlfriend ?"
"HUM:ind","What was the nickname of Frederick I , Holy Roman Emperor and King of Germany ?"
"HUM:ind","Who made Stonehenge ?"
"HUM:ind","Who 's the founder and editor of The National Review ?"
"HUM:ind","Who was the first governor of West Virginia ?"
"HUM:ind","What famous soldier was born in Europe , died in Asia , and was laid to rest in Africa ?"
"HUM:gr","What culture developed the idea of potlatch ?"
"HUM:gr","What baseball team became the Minnesota Twins ?"
"HUM:ind","What is Michael Jackson 's middle name ?"
"HUM:ind","Who was the first woman to fly solo across the Atlantic ?"
"HUM:ind","Who started the Dominos Pizza chain ?"
"HUM:ind","Which NBA players had jersey number 0 ?"
"HUM:gr","What chocolate company gives you a one-pound kiss ?"
"HUM:ind","Who is the famous movie star who also acted as sewer commissioner of Provo Canyon , Utah ?"
"HUM:ind","Name Randy Craft 's lawyer ."
"HUM:gr","What is the best distance education university or college ?"
"HUM:ind","What is a person called that likes fire ?"
"HUM:ind","Who portrayed Vincent Van Gogh in Lust for Life ?"
"HUM:ind","Who was known as the Time Master in comic books ?"
"HUM:ind","Who is the father of the computer ?"
"HUM:ind","Who said : `` Old soldiers never die ; they just fade away '' ?"
"HUM:gr","What National League baseball team employed 72 third baseemen in its first 2 seasons ?"
"HUM:ind","Who 's the only man to have won the Olympic decathlon twice ?"
"HUM:ind","What is the name of Miss India 1994 ?"
"HUM:ind","Who was the second man to walk on the moon ?"
"HUM:ind","What major Victorian novelist spent as much time working for the post office as he did writing ?"
"HUM:gr","The major league baseball team in Pittsburgh is called what ?"
"HUM:ind","Who is the Pope ?"
"HUM:ind","What 's the most common surname in America ?"
"HUM:desc","Who is Imam Hussain Ben Ali whom Shia people believe in ?"
"HUM:desc","Who was William Henry Harrison ?"
"HUM:ind","Who was the first black performer to have his own network TV show ?"
"HUM:gr","What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?"
"HUM:ind","Who directed The Wild Bunch ?"
"HUM:ind","What comedian was born Allen Stewart Konigsberg ?"
"HUM:ind","What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?"
"HUM:ind","Who runs Andy Capp 's favorite pub ?"
"HUM:ind","What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?"
